,0
timeToFitModel,2.490917
timeToProcessSamples,0.03354133333333333
accuracyScore,-0.20824623330251724
error,2.145301311638136
timeToProcessSamplesAvg,0.7725066666666667
accuracyScoreAvg,-0.3450386564567425
errorAvg,2.7206304083632395
