,0
timeToFitModel,2.54997
timeToProcessSamples,0.04738941666666667
accuracyScore,-0.20824623330251724
error,2.145301311638136
timeToProcessSamplesAvg,0.757248
accuracyScoreAvg,-0.3450386564567425
errorAvg,2.7206304083632395
