,0
timeToFitModel,2.54997
timeToProcessSamples,0.0152329
accuracyScore,0.007428533758019107
error,1.8498286600589622
timeToProcessSamplesAvg,0.28995
accuracyScoreAvg,0.23338118022328525
errorAvg,1.4803019858987563
