,timeToFitModel,timeToProcessSamples,accuracyScore,error,timeToProcessSamplesAvg,accuracyScoreAvg,errorAvg
359,0.503858,0.05710255,0.2118356760803472,1.6306893979430876,0.25949733333333336,0.2369582442126627,1.5939963065592113
360,1.163322,0.057685716666666664,0.21080358311658187,1.632001547654201,0.31004933333333334,0.23807233492163887,1.5926763500634624
361,0.530064,0.05904653333333333,0.21025331834859284,1.6328473466612572,0.260451,0.23720302034971702,1.5950293477567783
362,0.673443,0.058131883333333335,0.20915677663552218,1.6343796098858145,0.294237,0.23617001526388376,1.5961601258898963
363,0.54304,0.06659375,0.20855893499905465,1.6352711804670832,0.2715646666666667,0.2352567428955445,1.59716098192445
364,0.533778,0.05865736666666667,0.2079766279653969,1.636362854743522,0.27419666666666664,0.2367821212769029,1.5958178782081613
365,0.63926,0.06566635,0.20730442207438426,1.6372589272462352,0.28663466666666665,0.23465789373969698,1.5986347167379196
366,0.587753,0.05911435,0.2067225214521558,1.637982984560183,0.300168,0.2323434176199241,1.6013685343144788
367,0.675444,0.06018925,0.20599432917150634,1.6390470026174466,0.289174,0.23030659825253774,1.6040428343707145
368,0.513679,0.05948481666666667,0.20531481147918734,1.6398628704174678,0.266048,0.22976859600737187,1.604526891648461
369,0.790925,0.058151433333333336,0.20494288923298826,1.6403836746040803,0.33594966666666665,0.2295976750376416,1.6047834545233917
370,0.513706,0.07563943333333334,0.20405967110816914,1.6412649685659135,0.266042,0.22663954842225487,1.6084653026372588
371,0.61666,0.05957365,0.2036251711228989,1.6419963565063105,0.29869766666666664,0.22680722357425404,1.6083137816844657
372,0.829428,0.09622476666666667,0.2031646747060975,1.6425066434568427,0.6013523333333334,0.22595707706022256,1.609308071300229
373,0.740162,0.0653641,0.20260158076265855,1.6431842739503457,0.28836266666666666,0.22481073970433618,1.6118753676235904
374,0.616598,0.05870995,0.2018995558415791,1.6441592315437774,0.2903673333333333,0.22277198552484068,1.6142545344935593
375,0.611499,0.058920466666666664,0.2015111902204869,1.644893280171501,0.29455566666666666,0.22170689616559208,1.6151788031349472
376,0.513526,0.0587148,0.2009279138521899,1.6456745774172066,0.2648743333333333,0.21997188924395428,1.6188284303679055
377,1.058049,0.0589114,0.2002348395474688,1.6463576032351612,0.285669,0.22157650530464906,1.61704675749253
378,0.510124,0.05887985,0.199669862257482,1.6470442492593327,0.26797733333333335,0.2196900090686305,1.6188835482239743
379,0.568567,0.06194603333333333,0.19909559717239278,1.647780269249048,0.30591233333333334,0.21947045507032548,1.6193888287759295
380,0.527503,0.06512123333333333,0.19810656841095703,1.6489452399376574,0.270546,0.22143788467401965,1.617346369659901
381,0.823578,0.059942183333333336,0.19786884744390743,1.6493233934473297,0.30557666666666666,0.22042903555762638,1.6182798716393407
382,0.520984,0.06319581666666667,0.1969397928887952,1.650505959397462,0.26820666666666665,0.2190150844696392,1.619217828400332
383,0.610926,0.0592856,0.19631598395158828,1.6512652720677283,0.2872283333333333,0.21892658392702008,1.6193191871095785
384,0.588917,0.06143493333333333,0.1956967098309444,1.6519672194580517,0.3009963333333333,0.21673918760454786,1.6226508710267449
385,0.498529,0.058113566666666665,0.19523792154494535,1.6524446949379281,0.2594226666666667,0.21601831665742582,1.6229863585201176
386,0.80085,0.0718604,0.1944720941583284,1.6534291461388217,0.6169036666666666,0.21278801522523816,1.6268829517707732
387,0.514045,0.0602885,0.19423343181075597,1.653859059564648,0.2625303333333333,0.21085037083119246,1.6286888862783842
388,0.617253,0.06161063333333333,0.1937980838160766,1.6544023775096242,0.293666,0.21112279195475586,1.6292409315751835
389,0.56177,0.06945591666666667,0.19336183753606545,1.6551116536308563,0.26381866666666665,0.20884386838435742,1.6314900415180797
390,0.515678,0.0591377,0.19298296657669833,1.6556776468083336,0.2792786666666667,0.20732819563402655,1.6328726083991703
391,0.503949,0.06458158333333333,0.19209069503797044,1.6566771200843495,0.26295566666666664,0.2050233206920078,1.6360865121610264
392,0.603676,0.059551316666666666,0.19158480699174824,1.6574600595173163,0.285529,0.20252586798334338,1.6387288734841852
393,0.643043,0.0597909,0.19103578006482702,1.6581721585633105,0.28696666666666665,0.20258587157363744,1.6383110887795986
394,0.499283,0.0595978,0.19047021701082656,1.6589137715993079,0.26288633333333333,0.2029739342841581,1.6385067817751373
395,1.028307,0.06362325,0.18936757121588066,1.6603168447713372,0.35026033333333334,0.20151970180247764,1.640061506537925
396,0.513353,0.0598735,0.1884833365062482,1.661433439006624,0.26401366666666665,0.19994525812575376,1.641896162252345
397,0.654336,0.06130105,0.18750798760869036,1.6625803480441168,0.31659966666666667,0.20085117271576974,1.6407323921529706
398,0.512831,0.08359248333333333,0.186735570543055,1.6636734799515132,0.27764533333333336,0.20132145379520772,1.6409421208704869
399,0.618295,0.06365536666666667,0.18634157926011097,1.6640913676415863,0.31797766666666666,0.1997054532952665,1.6438536426754993
400,0.512929,0.06460141666666666,0.1851374556316009,1.665300981286436,0.34655233333333335,0.20030813846882833,1.6428479984296978
401,0.573356,0.06045723333333333,0.18417704399181756,1.6664488769927508,0.2815416666666667,0.19855008352349307,1.644300472652905
402,0.554556,0.0608124,0.18369412254227557,1.6669737179018342,0.27848433333333333,0.19449612534811872,1.6489721735472171
403,0.495396,0.059614716666666664,0.18291348961531373,1.6679732329205896,0.26352733333333334,0.19365440441466814,1.6499832677135229
404,0.558034,0.06048743333333333,0.18251384093558348,1.6684376201038302,0.29525866666666667,0.1923304982844135,1.6513846486835912
405,0.493301,0.06115391666666667,0.18222649062124568,1.6688045887860086,0.2632756666666667,0.19206357107135125,1.6515140346372423
406,0.600103,0.06114415,0.18164963368908316,1.6695647928701167,0.29248266666666667,0.19054223448885282,1.6532753382390375
407,0.557231,0.09149595,0.18062619632171384,1.6708216069586013,0.26534233333333335,0.18980323650352326,1.6536528856197623
408,0.577986,0.06014473333333333,0.1798535092474292,1.6715694035540953,0.283183,0.19038910531724723,1.6531973003408413
409,0.567643,0.06698263333333333,0.1791703253871919,1.672462674730882,0.29388966666666666,0.18879518591773287,1.6555289278858139
410,0.539534,0.06071858333333333,0.1783236424351578,1.6735112809231507,0.27802266666666664,0.1879775912463762,1.656128870869529
411,0.533637,0.06029531666666667,0.1782116443768656,1.6737580850755087,0.274743,0.18585457977806064,1.6587248344450172
