,0
timeToFitModel,2.184675
timeToProcessSamples,0.031139783333333334
accuracyScore,-0.44506206556780104
error,2.9299603755907957
timeToProcessSamplesAvg,0.6213486666666667
accuracyScoreAvg,-0.37586748633879785
errorAvg,3.092327673751246
